title,service_name,url,tags
VITAL Lots 2023 Update,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/VItal2023updatefeet/FeatureServer,project vital
Comparison_of_Enrollment_and_Population,Comparison_of_Enrollment_and_Population,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Comparison_of_Enrollment_and_Population/FeatureServer,education| acs| bcps enrollment
data_dictionary2,data_dictionary2,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/data_dictionary2/FeatureServer,data dictionary
Join_Features_to_ActiveHighAirEmissions_Active_High_Emission_Facilities,Join_Features_to_ActiveHighAirEmissions_Active_High_Emission_Facilities,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Join_Features_to_ActiveHighAirEmissions_Active_High_Emission_Facilities/FeatureServer,Analysis Result|Join Features
NIIF_Neighborhoods,NIIF_Neighborhoods,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/NIIF_Neighborhoods/FeatureServer,baltimore|   niif|   neighborhood
Maryland_High_EF,Maryland_High_EF,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Maryland_High_EF/FeatureServer,Analysis Result|Join Features
Community Statistical Areas (2010) to Community Statistical Areas (2020),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/CSA2010_to_CSA2020/FeatureServer,crosswalk|2010|2020
Baltimore City Digital Equity Index - 2022,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Digital_Equity_Index_2022/FeatureServer,
OwnerOccbyTract,OwnerOccbyTract,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/OwnerOccbyTract/FeatureServer,baltimore
RebUILD_Metro_ActiveVBN,RebUILD_Metro_ActiveVBN,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RebUILD_Metro_ActiveVBN/FeatureServer,vbn
Accessbility Correlations - Travel Time,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Accessbility_Correlations_-_Travel_Time/FeatureServer,correlations
Community_Assets_Gensler,Community_Assets_Gensler,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Community_Assets_Gensler/FeatureServer,community assets| baltimore
Community_Statistical_Areas__CSAs___Reference_Boundaries,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Community_Statistical_Areas__CSAs___Reference_Boundaries/FeatureServer,boundries
NIIF_PriorityNeighborhood,NIIF_PriorityNeighborhood,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/NIIF_PriorityNeighborhood/FeatureServer,niif|  baltimore|  neighborhoods
Race 2020 to Elementary School Zones,Join_Features_to_Catchment_Zones,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Join_Features_to_Catchment_Zones/FeatureServer,Analysis Result|Join Features
Metro_Housing_Data,Metro_Housing_Data,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Metro_Housing_Data/FeatureServer,Analysis Result|Join Features
Connectivity Correlations - Households without Internet,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Connectivity_Correlations_-_Households_without_Internet/FeatureServer,correlations
Geoloom_Data_Dictionary,Geoloom_Data_Dictionary,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Geoloom_Data_Dictionary/FeatureServer,geoloom
Digital_Equity_Index_by_Zipcode,Digital_Equity_Index_by_Zipcode,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Digital_Equity_Index_by_Zipcode/FeatureServer,Analysis Result|Join Features
Accessbility Correlations - Walks to Work,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Accessbility_Correlations_-_Walks_to_Work/FeatureServer,correlations
Accessbility Correlations - No Vehicles,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Accessbility_Correlations_-_No_Vehicles/FeatureServer,correlations
5yearACS_Vacancy,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/5_year_BaltCity_Vacancy/FeatureServer,BaltimoreCity|BNIA|Vacancy|5-year ACS
Accessbility Correlations - Work Outside City,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Accessbility_Correlations_-_Work_Outside_City/FeatureServer,correlations
Join_Features_to_Maryland_Physical_Boundaries___County_Boundaries_(Generalized),Join_Features_to_Maryland_Physical_Boundaries___County_Boundaries_(Generalized),https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Join_Features_to_Maryland_Physical_Boundaries___County_Boundaries_(Generalized)/FeatureServer,Analysis Result|Join Features
CrimeQ22020,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/CrimeQ22020/FeatureServer,crime|covid
CrimeQ12020,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/CrimeQ12020/FeatureServer,crime|covid
Accessbility Correlations - Drove Alone,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Accessbility_Correlations_-_Drove_Alone/FeatureServer,correlations
EP_LocationBuffers,EP_LocationBuffers,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/EP_LocationBuffers/FeatureServer,buffers| baltimore
Accessbility Correlations - Public Transit,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Accessbility_Correlations_-_Public_Transit/FeatureServer,correlations
Connectivity Correlations - Voter Participation,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Connectivity_Correlations_-_Voter_Participation/FeatureServer,correlations
PSO Self Sufficiency,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Self_Sufficiency/FeatureServer,pso
PSO TANF,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_TANF/FeatureServer,pso
PSO SSI,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_SSI/FeatureServer,pso
Onsite Offsite Constructions,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Onsite_Offsite_Constructions/FeatureServer,pso
PSO Violent and Property Crimes,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Violent_and_Property_Crimes/FeatureServer,pso
PSO Vacancy,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Vacancy/FeatureServer,pso
Census Tract (2020) to Community Statistical Areas (2010),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Tract (2020) to CSA (2010) Crosswalk/FeatureServer,  baltimore|crosswalk|tract to csa|mapping|2020|2010
PSO Relocations,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Relocations/FeatureServer,pso
PSO Days Receiving Assistance,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Days_Receiving_Assistance/FeatureServer,pso
AverageSalary,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/AverageSalary/FeatureServer,pso
PSO Current Households,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Current_Households/FeatureServer,pso
PSO Expenditures,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Expenditures/FeatureServer,pso
Unemployed,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Unemployed/FeatureServer,pso
VS18Intro_OwnOccCSA,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/VS18Intro_OwnOccCSA/FeatureServer,housing
Jobs Created and Hires,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Jobs_Created_and_Hires/FeatureServer,pso
Census Blocks (2010) and Neighborhood Statistical Areas (2010),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Census_Blocks_(2010)_and_Neighborhood_Statistical_Areas_(2010)/FeatureServer,crosswalk|census blocks|neighborhoods|baltimore|2010
Baltimore City Net International Migration,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore_City_Net_International_Migration/FeatureServer,demographics
Baltimore City Total Jobs 2010 to 2018,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore_City_Total_Jobs_2010_to_2017/FeatureServer,jobs
VS18Intro_AffordCSAs,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/VS18Intro_AffordCSAs/FeatureServer,housing
HomesteadTaxChartData18,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/HomesteadTaxChartData18/FeatureServer,homestead tax
Baltimore City Birth and Death Rates 2011-2020,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore_City_Birth_and_Death_Rates_2011-2020/FeatureServer,quality of life
Join_Features_to_Voucher_Use_and_Rental_Unaffordability___copy,Join_Features_to_Voucher_Use_and_Rental_Unaffordability___copy,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Join_Features_to_Voucher_Use_and_Rental_Unaffordability___copy/FeatureServer,Analysis Result|Join Features
ARP Table,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ARP Table/FeatureServer,census
ARPA BDC Payments,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ARPA_BDC_Payments/FeatureServer,ARPA
211 Calls for Assistance,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/211_Calls_Aug11/FeatureServer,211
Counties_2010_Maryland,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Counties_2010_Maryland/FeatureServer,002
community responses 6_21 (1),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/community_responses_6_21_(1)/FeatureServer,
top 5 income,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/top_5_income/FeatureServer,census|2019
Vital Signs 18 Crime and Safety Dashboard Data,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Vital_Signs_18_Crime_and_Safety_Dashboard_Data/FeatureServer,crime
Percent of Residents 65 Years and Older,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Percent_of_Residents_65_Years_and_Older/FeatureServer,age
Narcotics 2019-2020,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/NarcoticsV1/FeatureServer,narcotics
Larceny_Quarterly,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Larceny_Quarterly/FeatureServer,crime|covid
311 Customer Service Requests,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/311Dash/FeatureServer,311|covid
Burglary_Quarterly,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Burglary_Quarterly/FeatureServer,crime|covid
Percent of Residents Aged 18 to 24,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Percent_of_Residents_Aged_18_to_24/FeatureServer,age
Unemp_BCity_2010_2019,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Unemp_BCity_2010_2019/FeatureServer,workforce
AggAssault_Quarterly,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/AggAssault_Quarterly/FeatureServer,crime|covid
Rape_Quarterly,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Rape_Quarterly/FeatureServer,crime|covid
Robbery_Quarterly,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Robbery_Quarterly/FeatureServer,crime|covid
AutoThefts_Quarterly,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/AutoThefts_Quarterly/FeatureServer,crime|covid
VS18Intro_VouchersCSAs,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/VS18Intro_VouchersCSAs/FeatureServer,housing
911CFS_CovidDash,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/911CFS_CovidDash/FeatureServer,covid
PSO Total Population Residents,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Total_Population_Residents/FeatureServer,pso
PSO Demolitions,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Demolitions/FeatureServer,pso
PSO Involuntary Termination,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Involuntary_Termination/FeatureServer,pso
Murder_Quarterly,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Murder_Quarterly/FeatureServer,crime|covid
PSO New Build New Bus,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_New_Build_New_Bus/FeatureServer,pso
PSO Median Household Income,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Median_Household_Income/FeatureServer,pso
Quarterly_Homicide,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Quarterly_Homicide/FeatureServer,covid
PSO Number Poverty,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Number_Poverty/FeatureServer,pso
PSO Number of Crimes,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Number_of_Crimes/FeatureServer,pso
Race and Ethnicity Layer,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/CashSalesAnalysis/FeatureServer,home sales|baltimore
Violent Crime Data,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Violent_Crime_Data/FeatureServer,crime
Introduction Types of Data Table,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Introduction_Types_of_Data_Table/FeatureServer,change
JobsCreated,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/JobsCreated/FeatureServer,pso
PSO Case Management,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Case_Management/FeatureServer,pso
Section 3 Hires,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Section_3_Hires/FeatureServer,pso
PSO Original Households,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Original_Households/FeatureServer,pso
Map Test 123_WFL1,Map_Test_123_WFL1,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Map_Test_123_WFL1/FeatureServer,test
"Part 1 Crime Rate per 1,000 Residents (Depreciated - Not Updated past 2022)",Crime,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Crime/FeatureServer,crime| public safety
BCF_Impact_Investments_Oct19,BCF_Impact_Investments_Oct19,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BCF_Impact_Investments_Oct19/FeatureServer,test| baltimore
Labor Force Participation 2023 & 2024,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Labor Force Participation 2023/FeatureServer,
Survey responses,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Survey_responses/FeatureServer,
ARPA Affordability Rent 2024,ARPA Affordability Rent 2024,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ARPA Affordability Rent 2024/FeatureServer,
BGCMB Community Assets,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BGCMB_Community_Assets/FeatureServer,
"Change in Percent Using Public Transportation, 2019-2024",TransitWrk,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/TransitWrk/FeatureServer,
WNADA Residential Vacancy 2,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA_Residential_Vacancy_2/FeatureServer,
new_gross_rent23,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/new_gross_rent23/FeatureServer,
Violent Crime CSA Comparison VS24,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Violent_Crime_CSA_Comparison_VS24/FeatureServer,
Accessibility Chart Data,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Accessibility_Chart_Data/FeatureServer,
WNADA Owner Occupancy 2,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA_Owner_Occupancy_2/FeatureServer,
Walking_BGCMB,Walking_BGCMB,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Walking_BGCMB/FeatureServer,
PSO crime rates,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_crime_rates/FeatureServer,
ARPA Investments (Feb. 2026),ARPA_Investments_Feb26,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ARPA_Investments_Feb26/FeatureServer,
PSO Sales,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Sales/FeatureServer,
Neighborhoodprograms,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Neighborhoodprograms/FeatureServer,
WNADA New Businesses,WNADA New Businesses,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA New Businesses/FeatureServer,
2022smallbus,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/2022smallbus/FeatureServer,
WNADA Library Card Membership,WNADA Library Card Membership,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Library Card Membership/FeatureServer,
AllQCT,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/AllQCT/FeatureServer,
Small Business Investments by CSA,Small Business Investments by CSA,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Small Business Investments by CSA/FeatureServer,
Baltimore City Clinic Locations Jun 2025,Baltimore City Clinic Locations Jun 2025,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore City Clinic Locations Jun 2025/FeatureServer,
arpa housing 23,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/arpa_housing_23/FeatureServer,
FoodDistNeighborhoodpoints,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/FoodDistNeighborhoodpoints/FeatureServer,
"Percent of Tested Children (Aged 0-6) with Elevated Blood Lead Levels, 2010-2019",,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Blood_Lead_Data/FeatureServer,
WNADA Sales Prices,WNADA Sales Prices,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Sales Prices/FeatureServer,
WNADA Total Number of Jobs,WNADA_TotJobs_v2,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA_TotJobs_v2/FeatureServer,
Overdose CFS in Selected CSAs 2018_2024,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Overdose_CFS_in_Selected_CSAs_2018_2024/FeatureServer,
Baltimore City Unaffordability 2018t2022,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore_City_Unaffordability_2018t2022/FeatureServer,
Residential Rehab by Tract (Data),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/TractResrehab/FeatureServer,
"Block Parties by CSA, 2018 to 2022",CSA Block Party Change,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/CSA Block Party Change/FeatureServer,
Labor Force Participation 2018-2022,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/2018_to_2022_QCT_labor_indicators/FeatureServer,
Baltimore Resource Landscape Survey FINAL,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore_Resource_Landscape_Survey_FINAL/FeatureServer,
Food Distribution Site Location by Volume,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Food_Distribution_Site_Location_by_Volume/FeatureServer,
Meals Distributed 2025 Update,Meals Distributed 2025 Update,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Meals Distributed 2025 Update/FeatureServer,
rehab22_23_mdprop,rehab22_23_mdprop,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/rehab22_23_mdprop/FeatureServer,
Community Responses,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Communtiy_Responses/FeatureServer,
"Households without Internet by Census Tracts, 2018-2022",Households without Internet by Census Tracts 2018 to 2022,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Households without Internet by Census Tracts 2018 to 2022/FeatureServer,
PSO With at Least a Diploma 2019_2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_With_at_Least_a_Diploma_2018_2022/FeatureServer,
PSO Age 2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Age_2022/FeatureServer,
PSO Broadband Internet Access 2018_2022,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Broadband_Internet_Access_2018_2022/FeatureServer,
Vaccination Clinic Locations,Vax Clinics and QCT,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Vax Clinics and QCT/FeatureServer,
VaccineClinicsJune25qct,VaccineClinicsJune25qct,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/VaccineClinicsJune25qct/FeatureServer,
Labor Force 2018_2022 ARPA Chart Data,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Labor_Force_2018_2022_ARPA_Chart_Data/FeatureServer,
ARPA-Program Neighborhoods,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/NeighborhoodsforARPA/FeatureServer,
MedianSalesRateChange,MedianSalesRateChange,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/MedianSalesRateChange/FeatureServer,
WNADA Sales Change,WNADA Sales Change,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Sales Change/FeatureServer,
WNADA Cash Sales,WNADA Cash Sales,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Cash Sales/FeatureServer,
WNADA Commercial Vacancy,WNADA Commercial Vacancy,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Commercial Vacancy/FeatureServer,
Oliver Data,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Oliver_Data/FeatureServer,
Rent Affordability in QCT,Rent Affordability in QCT,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Rent Affordability in QCT/FeatureServer,
"Digital Equity Index by Tract, 2020-2024",DigitalEquity2024,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/DigitalEquity2024/FeatureServer,
"Change in Rental Affordability Index, 2019-2024",Affordrcsa,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Affordrcsa/FeatureServer,
WNADA Rehab Permits,WNADA Rehab Permits,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Rehab Permits/FeatureServer,
No_Mail_2024_Updated Tracts,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/No_Mail_2024_Updated_Tracts/FeatureServer,
2024 Percent of Residential Properties that are Vacant and Abandoned,2024 Percent of Residential Properties that are Vacant and Abandoned,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/2024 Percent of Residential Properties that are Vacant and Abandoned/FeatureServer,
"Percent Change in Homeowner Tax Credits, 2019-2024",Owntax24csa,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Owntax24csa/FeatureServer,
WNADAHousingOcc,WNADAHousingOcc,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADAHousingOcc/FeatureServer,
City Populations,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/City_Populations/FeatureServer,
Tobacco Retailers by Community Statistical Area (2024),Tobacco_Retailers_CSA_2024,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Tobacco_Retailers_CSA_2024/FeatureServer,
Labor Force Participation QCT,Labor Force Participation QCT,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Labor Force Participation QCT/FeatureServer,
City_tracts_vacancy,BaltimoreCity_tracts_vacancy,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BaltimoreCity_tracts_vacancy/FeatureServer,
ARPA Afford mortgage23,ARPA Afford mortgage23,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ARPA Afford mortgage23/FeatureServer,
Housing Unit Types,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Housing_Unit_Types/FeatureServer,
LFBarChart_v1,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/LFBarChart_v1/FeatureServer,
VBN_2024QCTcity,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/VBN_2024QCTcity/FeatureServer,
2018 and 2023 Teen Female Population VS24,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/2018_and_2023_Teen_Female_Population_VS24/FeatureServer,
MOED 23 24 Participants,MOED 23 24 Participants,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/MOED 23 24 Participants/FeatureServer,
Tobacco licenses_list of all businesses 2025_20251008,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Tobacco_licenses_list_of_all_businesses_2025_20251008/FeatureServer,
ARPA housing unafford 2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ARPA_housing_unafford_2023/FeatureServer,
Vacant and Abandoned and QCT,Vacant and Abandoned and QCT,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Vacant and Abandoned and QCT/FeatureServer,
WNADA Work Outside City,WNADA Work Outside City,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Work Outside City/FeatureServer,
bdcpaymentdata2024,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/bdcpaymentdata2024/FeatureServer,
PSO unemployment,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_unemployment/FeatureServer,
Vax Data April 10 2024,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Vax_Data_April_10_2024/FeatureServer,
No Mail Data for Baltimore and QCTs Line Chart,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/No_Mail_Data_for_Baltimore_and_QCTs_Line_Chart/FeatureServer,
PSO_Vacants_2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Vacants_2023/FeatureServer,
Name Changed,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Name_Changed/FeatureServer,
Clinics in QCTs,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Clinics_in_QCTs/FeatureServer,
Digital Access City versus QCT,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Digital_Access_City_versus_QCT/FeatureServer,
