title,service_name,url,tags
"Percent of Households Earning More than 75,000",Hhm75,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Hhm75/FeatureServer,census
Total Number of Businesses,Numbus,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Numbus/FeatureServer,workforce
Percentage of 5th Grade Students Passing MSA Math,Math5,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Math5/FeatureServer,education
Kindergarten Readiness,Kra,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Kra/FeatureServer,education
Number of Miles of Bike Lanes,Bkln,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Bkln/FeatureServer,sustainability
Maryland Digital Equity Index by Zipcode,Join_Features_to_ZipDissolved_2012_Maryland,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Join_Features_to_ZipDissolved_2012_Maryland/FeatureServer,Analysis Result|Join Features
Percent of Residential Mortgages Originated or Approved,Hmda,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Hmda/FeatureServer,housing
Average Household Size,Hhsize,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Hhsize/FeatureServer,census
Percent of Population 25-64 Years old,Age64_,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Age64_/FeatureServer,census
Percentage of Residential Sales for Cash,Cashsa,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Cashsa/FeatureServer,housing| housing & development
Number of Students Officially Enrolled in 9th - 12th Grade,Hsenrol,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Hsenrol/FeatureServer,education
Percentage of 5th Grade Students who Met or Exceeded PARCC Math,Pmath5,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Pmath5/FeatureServer,education
Total Number of Employees,Totemp,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Totemp/FeatureServer,workforce
Percentage of Residential Tax Lien Sales,Taxlien,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Taxlien/FeatureServer,housing
Percent of Employed Population with Travel Time to Work of 30-44 Minutes,Trav44_,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Trav44_/FeatureServer,sustainability
Housing_Community_Indicators,Housing_Community_Indicators,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Housing_Community_Indicators/FeatureServer,geoloom
Percentage of Students Enrolled in Special Education Programs,Sped,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Sped/FeatureServer,education
"Number of Demolition Permits per 1,000 Residential Properties",Demper,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Demper/FeatureServer,housing
Total Male Population,Male,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Male/FeatureServer,census
Number of Students Officially Enrolled in 1st - 5th Grade,Eenrol,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Eenrol/FeatureServer,education
Mortality by Age (65-84 Years old),Mort84_,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Mort84_/FeatureServer,health
Percent of Births Delivered at Term (37-42 Weeks),Termbir,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Termbir/FeatureServer,health
Percent of Businesses that are 4 Years old or less,Biz4_,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Biz4_/FeatureServer,workforce
Percent of Population (Over the age of 18) Who are Registered to Vote,Regvote,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Regvote/FeatureServer,sustainability
Mortality by Age (85 and over),Mort85_,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Mort85_/FeatureServer,health
"Number of New Construction Permits per 1,000 Residential Properties",Constper,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Constper/FeatureServer,housing
Percent of Businesses that are 2 Years old or less,Biz2_,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Biz2_/FeatureServer,workforce
Percentage of Students who Met or Exceeded PARCC Algebra II,Palg2,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Palg2/FeatureServer,education
Mortality by Age (45-64 Years old),Mort64_,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Mort64_/FeatureServer,health
Percentage of 3rd Grade Students who Met or Exceeded PARCC Math,Pread3,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Pread3/FeatureServer,education
Total Female Population,Female,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Female/FeatureServer,census
"Number of Banks and Bank Branches per 1,000 Residents",Banks,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Banks/FeatureServer,workforce
"Number of Arrests per 1,000 Residents",Arrests,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Arrests/FeatureServer,crime
Number of Students Ever Attended 1st - 5th Grade,Eattend,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Eattend/FeatureServer,education
Health_and_Crime_Community_Indicators,Health_and_Crime_Community_Indicators,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Health_and_Crime_Community_Indicators/FeatureServer,geoloom
"Project Vital Lots as of May 22, 2022",Project_VITAL_Lots_05222022,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Project_VITAL_Lots_05222022/FeatureServer,project vital| greening
Percentage of 3rd Grade Students Passing MSA Reading,Read3,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Read3/FeatureServer,education
Percent of Population Working from Home,Workhome,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Workhome/FeatureServer,workforce
Percentage of 5th Grade Students who Met or Exceeded PARCC Reading,Pread5,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Pread5/FeatureServer,education
RebUILD_Metro_Clusters,RebUILD_Metro_Clusters,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RebUILD_Metro_Clusters/FeatureServer,rebuild
Percentage of Students Receiving Free or Reduced Meals,Farms,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Farms/FeatureServer,education
Percentage of 5th Grade Students Passing MSA Reading,Read5,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Read5/FeatureServer,education
Mortality by Age (15-24 Years old),Mort24_,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Mort24_/FeatureServer,health
Percentage of 3rd Grade Students Passing MSA Math,Math3,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Math3/FeatureServer,education
Percentage of 8th Grade Students Passing MSA Math,Math8,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Math8/FeatureServer,education
Percentage of 8th Grade Students who Met or Exceeded PARCC Math,Pmath8,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Pmath8/FeatureServer,education
Percentage of 8th Grade Students who Met or Exceeded PARCC Reading,Pread8,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Pread8/FeatureServer,education
ReBUILD_Metro_Oliver_Case_Study,ReBUILD_Metro_Oliver_Case_Study,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ReBUILD_Metro_Oliver_Case_Study/FeatureServer,oliver
Mortality by Age (25-44 Years old),Mort44_,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Mort44_/FeatureServer,health
"""In four years, I think my neighborhood will be...""",OSI_FutureNeigh,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/OSI_FutureNeigh/FeatureServer,osi data
Population Change by Community Statistical Area (2000-2010),Population_Change_2000_to_2010,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Population_Change_2000_to_2010/FeatureServer,demographics| 2010
Percentage of 8th Grade Students Passing MSA Reading,Read8,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Read8/FeatureServer,education
Percentage of Students Suspended or Expelled During School Year,Susp,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Susp/FeatureServer,education
21st Century Schools,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/21st_Century_Schools/FeatureServer,schools
Percentage of Students who Met or Exceeded PARCC Algebra I,Palg1,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Palg1/FeatureServer,education
The thing that would make the most difference in my neighborhood is...,DiffNeigh,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/DiffNeigh/FeatureServer,osi|  map
Economic Diversity Index,Econdiv,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Econdiv/FeatureServer,census
"Percent Change of Residents - Hispanic, 2010-2020",Percent_of_Residents_Hispanic_2020,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Percent_of_Residents_Hispanic_2020/FeatureServer,race
Public WiFi Locations,Free_Baltimore_Wifi_Hotspots,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Free_Baltimore_Wifi_Hotspots/FeatureServer,baltimore| arpa
"Percent Change of Residents that are White/Caucasian (Non-Hispanic), 2010-2020",Percent_of_Residents_White_2020,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Percent_of_Residents_White_2020/FeatureServer,race
Change in Percent of Commuters Traveling More than 45 Minutes to Work (2014-2019),45_Minute_Commute_Map,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/45_Minute_Commute_Map/FeatureServer,accessibility|2019
Arts_Community_Indicators,Arts_Community_Indicators,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Arts_Community_Indicators/FeatureServer,geoloom
Accessibility Indicators - Community Change Database,Accessibility_Community_Change_Database,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Accessibility_Community_Change_Database/FeatureServer,accessibility
"If more money were allocated to reducing violence, the government should...",ViolenceReduc,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ViolenceReduc/FeatureServer,osi|  map
TIFs,TIFs,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/TIFs/FeatureServer,tif
"If more money were allocated to children and youth support, the government should...",ChildrenYouth,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ChildrenYouth/FeatureServer,osi| map
Change in Number of Persons with Library Cards (2011-2020),Library_Cards,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Library_Cards/FeatureServer,connectivity|2020
"Percent Change of Residents - Asian (Non-Hispanic), 2010-2020",Percent_of_Residents_Asian_2020,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Percent_of_Residents_Asian_2020/FeatureServer,race
How can the Baltimore Police Department use their budget to better serve Baltimore City residents?,BPDBudget,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BPDBudget/FeatureServer,osi| map
"If more money were allocated to Baltimore City Public Schools, they should...",Schools,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Schools/FeatureServer,osi|  map
Which City services should be prioritized?,CityBudget,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/CityBudget/FeatureServer,osi|  map
Life Expectancy (2018),Life_Expectancy_2018,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Life_Expectancy_2018/FeatureServer,quality of life| 2018
People in my neighborhood could live a healthier lifestyle if there were more...,Health,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Health/FeatureServer,osi| map
Survey Data,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Blueprint_for_Baltimore_Survey_Responses/FeatureServer,osi data
Top_CSAs_VHN_2020,Top_CSAs_VHN_2020,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Top_CSAs_VHN_2020/FeatureServer,occupancy
"Percent Change of Residents - Black/African American (Non-Hispanic), 2020",Percent_of_Residents_Black_2020,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Percent_of_Residents_Black_2020/FeatureServer,change
Enoch Pratt Libraries,EnochPrattLibraries,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/EnochPrattLibraries/FeatureServer,library
BCF_Impact_Investments,BCL_Impact_Investments,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BCL_Impact_Investments/FeatureServer,bcl|    community|    investment projects|    sectors|    trf|    rbc|    bbl
RebUILD_Metro_Point_VBN,RebUILD_Metro_Point_VBN,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RebUILD_Metro_Point_VBN/FeatureServer,vbn
Neighborhoods with Housing Projects,Join_Features_to_Neighborhood,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Join_Features_to_Neighborhood/FeatureServer,Analysis Result|Join Features
"Map: ""Currently, I think my neighborhood is...""",OSI_CurrentNeigh,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/OSI_CurrentNeigh/FeatureServer,osi| map
Median Sales Price (2019),Median_Sales_Price_2019,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Median_Sales_Price_2019/FeatureServer,diversity|2019
Percent of Households with No Internet at Home (2015-2019),Connectivity_Households_without_Internet,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Connectivity_Households_without_Internet/FeatureServer,connectivity|2019
Change in Percent of Commuters Using Public Transportation to Get to Work (2014-2019),Public_Transit,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Public_Transit/FeatureServer,accessibility|2019
"If more money were allocated to mental health, trauma, and substance abuse services, the government should...",MentalHealth,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/MentalHealth/FeatureServer,osi| map
Percent of Residents - White/Caucasian (Non-Hispanic),RPD_CSA_Pwhite,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RPD_CSA_Pwhite/FeatureServer,csa| rpd| covid
Percent of Residents - Black/African-American (Non-Hispanic),RPD_CSA_Paa,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RPD_CSA_Paa/FeatureServer,csa| rpd| covid
Percent of Population 5-17 Years Old,RPD_CSA_Age18,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RPD_CSA_Age18/FeatureServer,csa| rpd| covid
Redistricting Data 2020: Race/Ethnicity Population Change from 2010,Redistricting_Data_2020_Race_Change,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Redistricting_Data_2020_Race_Change/FeatureServer,census 2020|baltimore|demographics
Percent of Households with No Vehicles Available,RPD_CSA_Novhcl,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RPD_CSA_Novhcl/FeatureServer,csa|rpd|covid
"Rate of Evictions per 1,000 Residents",Evict,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Evict/FeatureServer,housing
Sustainability_Community_Indicators,Sustainability_Community_Indicators,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Sustainability_Community_Indicators/FeatureServer,geoloom
"If more money were allocated to creating additional jobs for Baltimoreans, the government should...",Createjobs,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Createjobs/FeatureServer,osi| map
Metro Housing and Demographics Data,Metro_Housing_and_Demographics2,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Metro_Housing_and_Demographics2/FeatureServer,mdcep| affordable housing| vouchers| race and ethnicity| owner occupancy| housing
Blueprint for Baltimore Responses by Community Statistical Area,OSI_Baltimore_CSA_Map,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/OSI_Baltimore_CSA_Map/FeatureServer,osi maps
PSO_Boundary_Crime_Q32020,PSO_Boundary_Crime_Q32020,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Boundary_Crime_Q32020/FeatureServer,pso
Which of the following services do you think the Affordable Housing Trust Fund should prioritize?,HousingFund,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/HousingFund/FeatureServer,osi| map
"In my neighborhood, housing is affordable.",Affordable,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Affordable/FeatureServer,osi|   map
Percent of Residents - Hispanic,RPD_CSA_Phisp,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RPD_CSA_Phisp/FeatureServer,csa| rpd| covid
ARPA Capital Invesmtent Neighborhoods,ARPA_Capital_Investments_Neighborhoods,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ARPA_Capital_Investments_Neighborhoods/FeatureServer,bnia|   arpa|   cip
"Percent of Households Earning Less than 25,000",RPD_CSA_Hh25inc,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RPD_CSA_Hh25inc/FeatureServer,csa| rpd| covid
PSO_Boundary_Crime_Q22020,PSO_Boundary_Crime_Q22020,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Boundary_Crime_Q22020/FeatureServer,pso
Change in Percent of Employed Residents Working Outside the City (2011-2018),Working_Outside_Baltimore,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Working_Outside_Baltimore/FeatureServer,2018|accessibility
Change in Percent of Commuters Driving Alone to Work (2014-2019),Drove_Alone,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Drove_Alone/FeatureServer,accessibility|2019
Geoloom_Crowd,Geoloom_Crowd,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Geoloom_Crowd/FeatureServer,bnia|geoloom
Housing Affordability by Tract with QCT 2022,Join_Features_to_Rent_Affordability_in_QCT,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Join_Features_to_Rent_Affordability_in_QCT/FeatureServer,Analysis Result|Join Features
Percent of Households Without Internet at Home,RPD_CSA_Nohhint,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RPD_CSA_Nohhint/FeatureServer,csa| rpd| covid
Percent of Population 65 Years and Over,RPD_CSA_Age65,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RPD_CSA_Age65/FeatureServer,csa| rpd| covid
Geoloom_Place_Query_Functions,Geoloom_Place_Query_Functions,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Geoloom_Place_Query_Functions/FeatureServer,bnia|  geoloom
ProjectVITAL_BlockGroups,ProjectVITAL_BlockGroups,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ProjectVITAL_BlockGroups/FeatureServer,project vital
Part1_Crime_Q3_Q4_2020,Part1_Crime_Q3_Q4_2020,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Part1_Crime_Q3_Q4_2020/FeatureServer,crime
2024_Oliver_Data,2024_Oliver_Data,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/2024_Oliver_Data/FeatureServer,vbn
CashSalesAnalysis,CashSalesAnalysis,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/CashSalesAnalysis/FeatureServer,home sales| baltimore
Neighborhood_Wifi,Neighborhood_Wifi,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Neighborhood_Wifi/FeatureServer,change
Digital_Equity_Impact_Indicator,Digital_Equity_Impact_Indicator,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Digital_Equity_Impact_Indicator/FeatureServer,arpa
Project_VITAL_Lots_07162021,Project_VITAL_Lots_07162021,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Project_VITAL_Lots_07162021/FeatureServer,baltimore
Major Development Projects,MajorProjectsCSA,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/MajorProjectsCSA/FeatureServer,Change
Murals_2020,Murals_2020,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Murals_2020/FeatureServer,vs20
ImpactInvestandPriorityInvestAreas,ImpactInvestandPriorityInvestAreas,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ImpactInvestandPriorityInvestAreas/FeatureServer,baltimore|    niif|    neighborhood
Project_VITAL_Lots_070092021,Project_VITAL_Lots_070092021,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Project_VITAL_Lots_070092021/FeatureServer,baltimore
BCF_Impact_Investments_2019_2020_Sept23,BCF_Impact_Investments_2019_2020_Sept23,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BCF_Impact_Investments_2019_2020_Sept23/FeatureServer,bcf
BCFTargetAreas,BCFTargetAreas,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BCFTargetAreas/FeatureServer,baltimore| bcf target areas| school catchment zones| program areas
Not in Labor Force - Change from 2018 to 2023,Nilf_Change_2018_2023,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Nilf_Change_2018_2023/FeatureServer,workforce
Neighborhoods (2020) to Community Statistical Areas,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/NSA2020_to_CSA2010_and_CSA2020_Crosswalk/FeatureServer,crosswalk|baltimore|neighborhoods|2020|community statistical areas
Gun_Homicides_2023,Gun_Homicides_2023,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Gun_Homicides_2023/FeatureServer,crime| violent
GunHomicides2018,GunHomicides2018,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/GunHomicides2018/FeatureServer,homicide
RacDiv18_CSAselect,RacDiv18_CSAselect,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RacDiv18_CSAselect/FeatureServer,racdiv
Clean_Corps_Neighborhoods,Clean_Corps_Neighborhoods,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Clean_Corps_Neighborhoods/FeatureServer,Analysis Result|Join Features
GunHomicides_2020,GunHomicides_2020,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/GunHomicides_2020/FeatureServer,homicide
VITAL_03162021,VITAL_03162021,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/VITAL_03162021/FeatureServer,VITAL
BelairEdison_FeaturedMap,BelairEdison_FeaturedMap,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BelairEdison_FeaturedMap/FeatureServer,public art| geoloom| baltimore
ZipDissolved_2012_Maryland,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ZipDissolved_2012_Maryland/FeatureServer,Zip Codes
Census Tract (2020) to Community Statistical Area (2020),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Tract2020_to_CSA2020/FeatureServer,crosswalk|baltimore|2020|community statistical areas|census tract
Community Statistical Areas (2010) and Adjacent Communities,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Community_Statistical_Areas_(2010)_and_Adjacent_Communities/FeatureServer,baltimore|crosswalk|community statistical areas|2010
DigitalAccessEcosystem,DigitalAccessEcosystem,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/DigitalAccessEcosystem/FeatureServer,baltimore| digital access| training programs| digital communication| workforce| literacy programs| census 2020| equity
Neighborhood Statistical Areas (2010) to Maryland Legislative Districts (2012),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Neighborhood_2010_to_Legislative_District_2012/FeatureServer,neighborhoods|legislative districts|baltimore|crosswalk|2010|2012
Census Tracts (2010) to Community Statistical Areas (2010),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Census_Tracts_(2010)_to_Community_Statistical_Areas_(2010)/FeatureServer,mapping|crosswalk|tracts|community statistical areas|baltimore|2010
Census Tract (2010) to Community Statistical Area (2010),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Census_Tract_(2010)_to_Community_Statistical_Area_(2010)/FeatureServer,crosswalk|baltimore|census tract|2010|community statistical areas
Census Tracts (2020) to Community Statistical Areas (2010),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Tract_2020_to_Community_Statistical_Area_2010/FeatureServer,tract|community statistical areas|baltimore|crosswalk|2020|2010
Interstates,Interstates,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Interstates/FeatureServer,roads
Census Tract (2000) to Community Statistical Area (2000),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Census_Tract_(2000)_to_Community_Statistical_Area_(2000)/FeatureServer,census tract|community statistical areas|crosswalk|baltimore|2000
Census Tracts (2020) to Maryland Legislative Districts (2012),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Tract_2020_to_Legislative_District_2012/FeatureServer,census tracts|baltimore|legislative distrcit|crosswalk|2020|2012
ARPA_Housing_Affordability,ARPA_Housing_Affordability,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ARPA_Housing_Affordability/FeatureServer,affordability
Join_Features_to_Baltimore_Resource_Landscape_Survey_Responses___copy,Join_Features_to_Baltimore_Resource_Landscape_Survey_Responses___copy,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Join_Features_to_Baltimore_Resource_Landscape_Survey_Responses___copy/FeatureServer,Analysis Result|Join Features
TRoweOrganizations,TRoweOrganizations,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/TRoweOrganizations/FeatureServer,BNIA|  Organizations
NSAs,NSAs,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/NSAs/FeatureServer,neighborhoods|baltimore
NeighARPAHousingProg2025,NeighARPAHousingProg2025,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/NeighARPAHousingProg2025/FeatureServer,baltimore
Baltimore City Population Change,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore_City_Population_Change/FeatureServer,demographics
Recycling_Activity_Measures_Index,Recycling_Activity_Measures_Index,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Recycling_Activity_Measures_Index/FeatureServer,Analysis Result|Join Features
Join_Features_to_Council_District_2021___Council_District,Join_Features_to_Council_District_2021___Council_District,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Join_Features_to_Council_District_2021___Council_District/FeatureServer,Analysis Result|Join Features
Add a Lot Form,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Add a Lot Form/FeatureServer,baltimore
Recycling 311 Service Requests Jan20 to Apr21,Jan20_Apr21_recycling_311_ca1,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Jan20_Apr21_recycling_311_ca1/FeatureServer,DPW
